id,clues,almacen_id,mes,anio,presupuesto_id,proveedor_id,causes_autorizado,causes_modificado,causes_comprometido,causes_devengado,causes_disponible,insumos_autorizado,insumos_modificado,insumos_comprometido,insumos_devengado,insumos_disponible,no_causes_autorizado,no_causes_modificado,no_causes_comprometido,no_causes_devengado,no_causes_disponible,material_curacion_autorizado,material_curacion_modificado,material_curacion_comprometido,material_curacion_devengado,material_curacion_disponible,validation,created_at,updated_at,deleted_at
1093,CSSSA005510,0001134,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1094,CSSSA004496,0001135,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1095,CSSSA001532,0001136,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1096,CSSSA017801,0001137,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1097,CSSSA001614,0001138,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1098,CSSSA005464,0001139,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1099,CSSSA006094,0001140,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1100,CSSSA000745,0001141,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1101,CSSSA004950,0001142,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1102,CSSSA003084,0001143,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1103,CSSSA005341,0001144,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1104,CSSSA020193,0001145,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1105,CSSSA004600,0001146,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1106,CSSSA006946,0001147,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1107,CSSSA005645,0001148,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1108,CSSSA004035,0001149,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1109,CSSSA008276,0001150,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1110,CSSSA002203,0001151,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1111,CSSSA003200,0001152,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1112,CSSSA006432,0001153,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1113,CSSSA006531,0001154,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1114,CSSSA006444,0001155,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1115,CSSSA018040,0001156,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1116,CSSSA006362,0001157,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1117,CSSSA000774,0001158,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1118,CSSSA002430,0001159,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1119,CSSSA018006,0001160,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1120,CSSSA000086,0001161,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1121,CSSSA002401,0001162,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1122,CSSSA006456,0001163,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1123,CSSSA007663,0001164,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1124,CSSSA000033,0001165,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1125,CSSSA007086,0001166,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1126,CSSSA007091,0001167,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1127,CSSSA007173,0001168,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1128,CSSSA000465,0001169,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1129,CSSSA005020,0001170,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1130,CSSSA003842,0001171,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1131,CSSSA019674,0001172,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1132,CSSSA001841,0001173,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1133,CSSSA008870,0001174,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1134,CSSSA000045,000148,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1135,CSSSA000412,000149,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1136,CSSSA000453,000150,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1137,CSSSAHIBERR,000151,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1138,CSSSA000832,000152,11,2017,1,1,0.00,628956.34,628956.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,353828.01,353828.01,0.00,0.00,0.00,353828.01,1091405.73,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1139,CSSSA001030,000153,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1140,CSSSAHICCOR,000154,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1141,CSSSA002611,000155,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1142,CSSSA003265,000156,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1143,CSSSA019476,000157,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1144,CSSSA004595,000158,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1145,CSSSA004945,000159,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1146,CSSSAHIROSA,000160,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1147,CSSSA005773,000161,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1148,CSSSA006403,000162,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1149,CSSSA006934,000163,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1150,CSSSA007074,000164,11,2017,1,3,0.00,543438.96,543438.96,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,646438.31,646438.31,0.00,0.00,0.00,646438.31,1061428.85,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1151,CSSSA007540,000165,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55","2017-07-04 10:39:42"
1152,CSSSA008264,000166,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1153,CSSSA009162,000167,11,2017,1,1,0.00,557196.70,557196.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100471.75,100471.75,0.00,0.00,0.00,100471.75,19062.34,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1154,CSSSA017504,000168,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1155,CSSSA017516,000169,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1156,CSSSA017521,000170,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1157,CSSSA017726,000171,11,2017,1,3,0.00,32098.07,32098.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11708.60,11708.60,0.00,0.00,0.00,11708.60,15053.64,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1158,CSSSA017731,000172,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1159,CSSSA018740,000173,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1160,CSSSA018752,000174,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1161,CSSSA018764,000175,11,2017,1,3,0.00,855020.15,855020.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,640798.55,640798.55,0.00,0.00,0.00,640798.55,2007367.45,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1162,CSSSA018776,000176,11,2017,1,2,0.00,317004.56,0.00,0.00,317004.56,0.00,0.00,0.00,0.00,0.00,0.00,222671.40,0.00,0.00,222671.40,0.00,1144304.64,0.00,0.00,1144304.64,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1163,CSSSA018781,000177,11,2017,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48952.00,48952.00,0.00,0.00,0.00,48952.00,351425.36,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1164,CSSSA018793,000178,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1165,CSSSA018875,000179,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1166,CSSSA019242,000180,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1167,CSSSA019481,000181,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1168,CSSSA019645,000182,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1169,CSSSA019954,000183,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55","2017-07-24 07:00:37"
1170,CSSSAHGREFO,000184,11,2017,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1171,CSSSA018735,000185,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1172,CSSSA018711,000186,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1173,CSSSA007634,000187,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1174,CSSSA000844,000188,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1175,CSSSA007646,000189,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1176,CSSSA002932,000190,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1177,CSSSA007622,000191,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1178,CSSSA006765,000192,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1179,CSSSA007605,000193,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1180,CSSSA006345,000194,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1181,CSSSA007610,000195,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1182,CSSSA007581,000196,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1183,CSSSA007651,000197,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1184,CSSSA005843,000198,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1185,CSSSA001322,000199,11,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1186,CSSSA004291,0001100,12,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1187,CSSSA001626,0001101,12,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1188,CSSSA006695,0001102,12,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1189,CSSSA007593,0001103,12,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
1190,CSSSA007576,0001104,12,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
