id,clues,almacen_id,mes,anio,presupuesto_id,proveedor_id,causes_autorizado,causes_modificado,causes_comprometido,causes_devengado,causes_disponible,insumos_autorizado,insumos_modificado,insumos_comprometido,insumos_devengado,insumos_disponible,no_causes_autorizado,no_causes_modificado,no_causes_comprometido,no_causes_devengado,no_causes_disponible,material_curacion_autorizado,material_curacion_modificado,material_curacion_comprometido,material_curacion_devengado,material_curacion_disponible,validation,created_at,updated_at,deleted_at
706,CSSSA005901,0001128,8,2017,1,2,0.00,9739.24,0.00,22328.04,-12588.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34143.01,0.00,21553.44,12589.57,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
707,CSSSA003726,0001129,8,2017,1,2,0.00,25980.24,0.00,56338.96,-30358.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44744.19,0.00,14385.43,30358.76,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
708,CSSSA018583,0001130,8,2017,1,2,0.00,44257.43,81367.52,0.00,-37110.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,56412.20,9174.39,0.00,47237.81,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
709,CSSSA006876,0001131,8,2017,1,3,0.00,33189.00,34559.83,0.00,-1370.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12331.00,10435.67,0.00,1895.33,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
710,CSSSA012994,0001132,8,2017,1,3,0.00,35320.00,31895.54,0.00,3424.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12180.00,15567.57,0.00,-3387.57,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
711,CSSSA005785,0001133,8,2017,1,3,0.00,34260.00,26595.01,0.00,7664.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13740.00,14201.62,0.00,-461.62,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
712,CSSSA005510,0001134,8,2017,1,3,0.00,31214.00,25141.38,0.00,6072.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18915.00,24275.76,0.00,-5360.76,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
713,CSSSA004496,0001135,8,2017,1,3,0.00,29945.00,16619.43,0.00,13325.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23423.00,13991.18,0.00,9431.82,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
714,CSSSA001532,0001136,8,2017,1,3,0.00,29856.00,24626.86,0.00,5229.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17714.00,22941.41,0.00,-5227.41,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
715,CSSSA017801,0001137,8,2017,1,3,0.00,29115.00,19729.63,0.00,9385.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16560.00,16762.65,0.00,-202.65,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
716,CSSSA001614,0001138,8,2017,1,3,0.00,27801.00,32368.99,0.00,-4567.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12114.00,7504.49,0.00,4609.51,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
717,CSSSA005464,0001139,8,2017,1,3,0.00,40000.00,41409.11,0.00,-1409.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,57622.15,0.00,10877.85,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
718,CSSSA006094,0001140,8,2017,1,3,0.00,40000.00,79921.92,0.00,-39921.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,21913.34,0.00,46586.66,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
719,CSSSA000745,0001141,8,2017,1,3,0.00,40000.00,89880.42,0.00,-49880.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,14108.72,0.00,54391.28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
720,CSSSA004950,0001142,8,2017,1,3,0.00,40000.00,90622.92,0.00,-50622.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,17875.17,0.00,50624.83,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
721,CSSSA003084,0001143,8,2017,1,3,0.00,40000.00,39250.27,0.00,749.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,68581.33,0.00,-81.33,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
722,CSSSA005341,0001144,8,2017,1,3,0.00,40000.00,54500.52,0.00,-14500.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,53999.39,0.00,14500.61,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
723,CSSSA020193,0001145,8,2017,1,3,0.00,40000.00,56942.17,0.00,-16942.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68500.00,24623.20,0.00,43876.80,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
724,CSSSA004600,0001146,8,2017,1,3,0.00,60000.00,76251.04,0.00,-16251.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,3721.66,0.00,16278.34,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
725,CSSSA006946,0001147,8,2017,1,3,0.00,18000.00,0.00,0.00,18000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4000.00,0.00,0.00,4000.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
726,CSSSA005645,0001148,8,2017,1,3,0.00,50000.00,41689.20,0.00,8310.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20000.00,28282.80,0.00,-8282.80,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
727,CSSSA004035,0001149,8,2017,1,3,0.00,38000.00,0.00,0.00,38000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,0.00,0.00,7000.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
728,CSSSA008276,0001150,8,2017,1,3,0.00,40000.00,46977.27,0.00,-6977.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7000.00,0.00,0.00,7000.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
729,CSSSA002203,0001151,8,2017,1,3,0.00,40722.36,20136.76,0.00,20585.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86846.84,9764.15,0.00,77082.69,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
730,CSSSA003200,0001152,8,2017,1,3,0.00,46760.88,45520.18,0.00,1240.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18259.39,9647.44,0.00,8611.95,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
731,CSSSA006432,0001153,8,2017,1,3,0.00,28190.05,18731.82,0.00,9458.23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31206.58,7093.32,0.00,24113.26,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
732,CSSSA006531,0001154,8,2017,1,3,0.00,45747.34,34537.59,0.00,11209.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14226.97,13330.31,0.00,896.66,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
733,CSSSA006444,0001155,8,2017,1,3,0.00,42105.56,43273.22,0.00,-1167.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18239.10,2000.66,0.00,16238.44,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
734,CSSSA018040,0001156,8,2017,1,3,0.00,38520.86,34067.59,0.00,4453.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11911.43,3352.98,0.00,8558.45,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
735,CSSSA006362,0001157,8,2017,1,3,0.00,59274.75,70402.66,0.00,-11127.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48139.51,20442.78,0.00,27696.73,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
736,CSSSA000774,0001158,8,2017,1,3,0.00,37097.14,70929.21,0.00,-33832.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40770.80,6937.32,0.00,33833.48,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
737,CSSSA002430,0001159,8,2017,1,3,0.00,22558.57,22239.46,0.00,319.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12544.71,5270.49,0.00,7274.22,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
738,CSSSA018006,0001160,8,2017,1,3,0.00,36379.86,32385.14,0.00,3994.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16568.25,20562.51,0.00,-3994.26,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
739,CSSSA000086,0001161,8,2017,1,3,0.00,42601.56,32905.21,0.00,9696.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18480.07,17643.88,0.00,836.19,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
740,CSSSA002401,0001162,8,2017,1,3,0.00,29841.18,50276.02,0.00,-20434.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20435.40,0.00,0.00,20435.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
741,CSSSA006456,0001163,8,2017,1,3,0.00,25747.30,11434.16,0.00,14313.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13099.34,138.06,0.00,12961.28,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
742,CSSSA007663,0001164,8,2017,1,3,0.00,24819.85,37494.89,0.00,-12675.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42519.94,16778.36,0.00,25741.58,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
743,CSSSA000033,0001165,8,2017,1,3,0.00,45416.37,40312.10,0.00,5104.27,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12576.96,16802.22,0.00,-4225.26,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
744,CSSSA007086,0001166,8,2017,1,3,0.00,20000.00,25010.05,0.00,-5010.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,9989.03,0.00,5010.97,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
745,CSSSA007091,0001167,8,2017,1,3,0.00,10000.00,10192.09,0.00,-192.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,9806.69,0.00,193.31,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
746,CSSSA007173,0001168,8,2017,1,3,0.00,10000.00,14017.53,0.00,-4017.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10000.00,5980.00,0.00,4020.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
747,CSSSA000465,0001169,8,2017,1,3,0.00,20000.00,32182.88,0.00,-12182.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,2814.00,0.00,12186.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
748,CSSSA005020,0001170,8,2017,1,3,0.00,20000.00,15025.13,0.00,4974.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15000.00,19973.62,0.00,-4973.62,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
749,CSSSA003842,0001171,8,2017,1,3,0.00,50000.00,60622.39,0.00,-10622.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,19291.02,0.00,10708.98,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
750,CSSSA019674,0001172,8,2017,1,3,0.00,30000.00,18120.00,0.00,11880.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,0.00,0.00,30000.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
751,CSSSA001841,0001173,8,2017,1,3,0.00,30000.00,21674.92,0.00,8325.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,36144.86,0.00,-6144.86,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
752,CSSSA008870,0001174,8,2017,1,3,0.00,30000.00,16967.53,0.00,13032.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30000.00,19346.98,0.00,10653.02,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
753,CSSSA000045,000148,8,2017,1,1,0.00,207917.33,113028.45,0.00,94888.88,0.00,0.00,0.00,0.00,0.00,0.00,162365.56,22318.92,0.00,140046.64,0.00,165962.49,63089.85,0.00,102872.64,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
754,CSSSA000412,000149,8,2017,1,1,0.00,57096.70,71548.26,0.00,-14451.56,0.00,0.00,0.00,0.00,0.00,0.00,37090.30,32492.10,0.00,4598.20,0.00,55915.88,29264.18,0.00,26651.70,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
755,CSSSA000453,000150,8,2017,1,3,0.00,382671.34,0.00,0.00,382671.34,0.00,0.00,0.00,0.00,0.00,0.00,258036.78,0.00,0.00,258036.78,0.00,354342.53,0.00,0.00,354342.53,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
756,CSSSAHIBERR,000151,8,2017,1,1,0.00,29092.52,11535.36,0.00,17557.16,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,10252.06,0.00,8202.95,0.00,27939.40,20146.78,0.00,7792.62,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
757,CSSSA000832,000152,8,2017,1,1,0.00,38986.91,0.00,0.00,38986.91,0.00,0.00,0.00,0.00,0.00,0.00,73409.97,0.00,0.00,73409.97,0.00,144978.70,0.00,0.00,144978.70,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
758,CSSSA001030,000153,8,2017,1,2,0.00,821599.09,822775.59,0.00,-1176.50,0.00,0.00,0.00,0.00,0.00,0.00,372820.55,372820.55,0.00,0.00,0.00,325184.25,325184.25,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
759,CSSSAHICCOR,000154,8,2017,1,1,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
760,CSSSA002611,000155,8,2017,1,3,0.00,145885.56,140000.49,0.00,5885.07,0.00,0.00,0.00,0.00,0.00,0.00,99422.30,92505.31,0.00,6916.99,0.00,158117.65,145012.49,0.00,13105.16,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
761,CSSSA003265,000156,8,2017,1,2,0.00,257156.56,196664.64,0.00,60491.92,0.00,0.00,0.00,0.00,0.00,0.00,184272.38,35223.90,0.00,149048.48,0.00,251460.13,0.00,0.00,251460.13,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
762,CSSSA019476,000157,8,2017,1,3,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
763,CSSSA004595,000158,8,2017,1,3,0.00,245311.92,26454.30,0.00,218857.62,0.00,0.00,0.00,0.00,0.00,0.00,192404.09,139684.27,0.00,52719.82,0.00,66503.77,405598.34,0.00,-339094.57,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
764,CSSSA004945,000159,8,2017,1,3,0.00,124333.38,106123.21,0.00,18210.17,0.00,0.00,0.00,0.00,0.00,0.00,140743.88,0.00,0.00,140743.88,0.00,11249.18,83537.41,0.00,-72288.23,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
765,CSSSAHIROSA,000160,8,2017,1,3,0.00,29092.52,0.00,0.00,29092.52,0.00,0.00,0.00,0.00,0.00,0.00,18455.01,0.00,0.00,18455.01,0.00,27939.40,0.00,0.00,27939.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
766,CSSSA005773,000161,8,2017,1,3,0.00,672137.03,44690.25,0.00,627446.78,0.00,0.00,0.00,0.00,0.00,0.00,418044.68,0.00,0.00,418044.68,0.00,418812.78,627836.93,0.00,-209024.15,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
767,CSSSA006403,000162,8,2017,1,3,0.00,729449.06,529097.58,0.00,200351.48,0.00,0.00,0.00,0.00,0.00,0.00,488050.26,38428.00,0.00,449622.26,0.00,314221.27,611332.64,0.00,-297111.37,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
768,CSSSA006934,000163,8,2017,1,3,0.00,55282.22,100199.60,0.00,-44917.38,0.00,0.00,0.00,0.00,0.00,0.00,55707.35,1147.62,0.00,54559.73,0.00,51052.22,0.00,0.00,51052.22,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
769,CSSSA007074,000164,8,2017,1,3,0.00,199562.22,157387.14,0.00,42175.08,0.00,0.00,0.00,0.00,0.00,0.00,126659.63,59903.10,0.00,66756.53,0.00,141249.27,129212.59,0.00,12036.68,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
770,CSSSA007540,000165,8,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55","2017-07-04 10:39:42"
771,CSSSA008264,000166,8,2017,1,3,0.00,233203.67,0.00,0.00,233203.67,0.00,0.00,0.00,0.00,0.00,0.00,152657.72,0.00,0.00,152657.72,0.00,219066.45,0.00,0.00,219066.45,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
772,CSSSA009162,000167,8,2017,1,1,0.00,144761.98,161740.39,0.00,-16978.41,0.00,0.00,0.00,0.00,0.00,0.00,100663.66,54637.80,0.00,46025.86,0.00,152396.73,10693.10,0.00,141703.63,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
773,CSSSA017504,000168,8,2017,1,2,0.00,72523.34,26377.52,0.00,46145.82,0.00,0.00,0.00,0.00,0.00,0.00,50424.72,6289.20,0.00,44135.52,0.00,60930.10,0.00,0.00,60930.10,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
774,CSSSA017516,000169,8,2017,1,1,0.00,105041.55,98889.62,0.00,6151.93,0.00,0.00,0.00,0.00,0.00,0.00,71481.87,15546.44,0.00,55935.43,0.00,94948.54,44918.70,0.00,50029.84,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
775,CSSSA017521,000170,8,2017,1,3,0.00,26882.04,51636.58,0.00,-24754.54,0.00,0.00,0.00,0.00,0.00,0.00,20849.41,0.00,0.00,20849.41,0.00,36055.13,0.00,0.00,36055.13,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
776,CSSSA017726,000171,8,2017,1,3,0.00,39889.38,65624.80,0.00,-25735.42,0.00,0.00,0.00,0.00,0.00,0.00,29436.51,16078.80,0.00,13357.71,0.00,37058.40,0.00,0.00,37058.40,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
777,CSSSA017731,000172,8,2017,1,3,0.00,63961.87,28758.89,0.00,35202.98,0.00,0.00,0.00,0.00,0.00,0.00,43041.20,9891.59,0.00,33149.61,0.00,61428.41,20582.38,0.00,40846.03,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
778,CSSSA018740,000173,8,2017,1,3,0.00,159688.24,14368.96,0.00,145319.28,0.00,0.00,0.00,0.00,0.00,0.00,106335.64,776.50,0.00,105559.14,0.00,149034.95,7858.61,0.00,141176.34,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
779,CSSSA018752,000174,8,2017,1,3,0.00,49886.52,64205.02,0.00,-14318.50,0.00,0.00,0.00,0.00,0.00,0.00,33512.57,27960.09,0.00,5552.48,0.00,45527.66,22206.41,0.00,23321.25,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
780,CSSSA018764,000175,8,2017,1,3,0.00,323597.52,382465.46,0.00,-58867.94,0.00,0.00,0.00,0.00,0.00,0.00,246080.11,391506.59,0.00,-145426.48,0.00,321052.53,885769.16,0.00,-564716.63,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
781,CSSSA018776,000176,8,2017,1,2,0.00,982641.70,214575.37,0.00,768066.33,0.00,0.00,0.00,0.00,0.00,0.00,663260.20,0.00,0.00,663260.20,0.00,702009.64,1072271.62,0.00,-370261.98,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
782,CSSSA018781,000177,8,2017,1,2,0.00,184661.87,1635.70,0.00,183026.17,0.00,0.00,0.00,0.00,0.00,0.00,133542.41,0.00,0.00,133542.41,0.00,154598.03,105360.84,0.00,49237.19,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
783,CSSSA018793,000178,8,2017,1,3,0.00,22280.97,9791.33,0.00,12489.64,0.00,0.00,0.00,0.00,0.00,0.00,17897.40,1148.12,0.00,16749.28,0.00,24486.51,28066.47,0.00,-3579.96,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
784,CSSSA018875,000179,8,2017,1,1,0.00,260536.94,113706.80,0.00,146830.14,0.00,0.00,0.00,0.00,0.00,0.00,179680.42,35878.32,0.00,143802.10,0.00,123656.83,420994.32,0.00,-297337.49,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
785,CSSSA019242,000180,8,2017,1,3,0.00,30506.67,35709.65,0.00,-5202.98,0.00,0.00,0.00,0.00,0.00,0.00,30563.09,7090.40,0.00,23472.69,0.00,37654.87,0.00,0.00,37654.87,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
786,CSSSA019481,000181,8,2017,1,3,0.00,235874.21,124740.95,0.00,111133.26,0.00,0.00,0.00,0.00,0.00,0.00,209500.42,766.48,0.00,208733.94,0.00,278832.85,0.00,0.00,278832.85,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
787,CSSSA019645,000182,8,2017,1,3,0.00,171699.40,39121.27,0.00,132578.13,0.00,0.00,0.00,0.00,0.00,0.00,118083.95,14678.70,0.00,103405.25,0.00,161733.11,159328.25,0.00,2404.86,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
788,CSSSA019954,000183,8,2017,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55","2017-07-24 07:00:37"
789,CSSSAHGREFO,000184,8,2017,1,3,0.00,201539.62,133765.90,0.00,67773.72,0.00,0.00,0.00,0.00,0.00,0.00,162529.21,27555.65,0.00,134973.56,0.00,231753.83,14345.74,0.00,217408.09,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
790,CSSSA018735,000185,8,2017,1,1,0.00,13875.10,13878.35,0.00,-3.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,407.44,0.00,0.00,407.44,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
791,CSSSA018711,000186,8,2017,1,1,0.00,35286.47,58860.20,0.00,-23573.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51528.84,0.00,0.00,51528.84,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
792,CSSSA007634,000187,8,2017,1,1,0.00,39475.04,121014.08,0.00,-81539.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,81545.34,0.00,0.00,81545.34,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
793,CSSSA000844,000188,8,2017,1,1,0.00,43454.50,92296.45,0.00,-48841.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,51585.12,2742.07,0.00,48843.05,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
794,CSSSA007646,000189,8,2017,1,1,0.00,9611.62,17151.09,5899.20,-13438.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20250.65,70.69,6741.28,13438.68,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
795,CSSSA002932,000190,8,2017,1,1,0.00,39020.48,43699.64,0.00,-4679.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9801.26,5119.00,0.00,4682.26,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
796,CSSSA007622,000191,8,2017,1,1,0.00,26146.09,54027.39,0.00,-27881.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40162.81,12280.57,0.00,27882.24,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
797,CSSSA006765,000192,8,2017,1,1,0.00,15902.15,63664.52,0.00,-47762.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,59608.60,11845.24,0.00,47763.36,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
798,CSSSA007605,000193,8,2017,1,1,0.00,8320.25,58973.19,0.00,-50652.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,60726.29,9244.84,0.00,51481.45,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
799,CSSSA006345,000194,8,2017,1,1,0.00,4141.03,40859.15,0.00,-36718.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40753.06,4034.87,0.00,36718.19,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
800,CSSSA007610,000195,8,2017,1,1,0.00,38564.02,66721.51,0.00,-28157.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39473.78,11316.15,0.00,28157.63,NULL,"2018-02-01 11:48:55","2018-02-01 11:48:55",NULL
